# All functions Ghidra discovered.
# entry                section     size    name
0x000000018009bf70  .text            1  FUN_18009bf70
0x000000018009bfd0  .text            1  FUN_18009bfd0
0x000000018009c030  .text            1  FUN_18009c030
0x000000018009c090  .text            1  FUN_18009c090
0x000000018009c0f0  .text            1  FUN_18009c0f0
0x000000018009c150  .text            1  FUN_18009c150
0x000000018009c1b0  .text            1  FUN_18009c1b0
0x000000018009c210  .text            1  FUN_18009c210
0x000000018009c270  .text            1  FUN_18009c270
0x000000018009c2d0  .text            1  FUN_18009c2d0
0x000000018009c330  .text            1  FUN_18009c330
0x000000018009c390  .text            1  FUN_18009c390
0x000000018009c3f0  .text            1  FUN_18009c3f0
0x000000018009c450  .text            1  FUN_18009c450
0x000000018009c4b0  .text            1  FUN_18009c4b0
0x000000018009c510  .text            1  FUN_18009c510
0x000000018009c570  .text            1  FUN_18009c570
0x000000018009c5d0  .text            1  FUN_18009c5d0
0x000000018009c630  .text            1  FUN_18009c630
0x000000018009c690  .text            1  FUN_18009c690
0x000000018009c6f0  .text            1  FUN_18009c6f0
0x000000018009c750  .text            1  FUN_18009c750
0x000000018009c7b0  .text            1  FUN_18009c7b0
0x000000018009c810  .text            1  FUN_18009c810
0x000000018009c870  .text            1  FUN_18009c870
0x000000018009c8d0  .text            1  FUN_18009c8d0
0x000000018009c930  .text            1  FUN_18009c930
0x000000018009c990  .text            1  FUN_18009c990
0x000000018009c9f0  .text            1  FUN_18009c9f0
0x000000018009ca50  .text            1  FUN_18009ca50
0x000000018009cab0  .text            1  FUN_18009cab0
0x000000018009cb10  .text            1  FUN_18009cb10
0x000000018009ccc0  .text            1  FUN_18009ccc0
0x000000018009ce50  .text            1  FUN_18009ce50
0x000000018009d020  .text            1  FUN_18009d020
0x000000018009d0c0  .text            1  FUN_18009d0c0
0x000000018009d120  .text            1  FUN_18009d120
0x000000018009d164  .text            1  FUN_18009d164
0x000000018009d1e8  .text            1  FUN_18009d1e8
0x000000018009d250  .text            1  FUN_18009d250
0x000000018009d2c0  .text            1  FUN_18009d2c0
